candidate_id,source,signature,criterion,max_depth,min_samples_leaf,min_samples_split,max_features,max_samples,params_json,stage,fold_idx,n_estimators,fold_accuracy,fit_seconds
stage1_070,stage2_shortlist_from_stage1,"{""criterion"": ""entropy"", ""max_depth"": 32, ""max_features"": 0.5, ""max_samples"": 0.65, ""min_samples_leaf"": 3, ""min_samples_split"": 4}",entropy,32.0,3,4,0.5,0.65,"{""criterion"": ""entropy"", ""max_depth"": 32, ""max_features"": 0.5, ""max_samples"": 0.65, ""min_samples_leaf"": 3, ""min_samples_split"": 4}",stage2_cv,0,448,0.7124109486314211,362.708
stage1_070,stage2_shortlist_from_stage1,"{""criterion"": ""entropy"", ""max_depth"": 32, ""max_features"": 0.5, ""max_samples"": 0.65, ""min_samples_leaf"": 3, ""min_samples_split"": 4}",entropy,32.0,3,4,0.5,0.65,"{""criterion"": ""entropy"", ""max_depth"": 32, ""max_features"": 0.5, ""max_samples"": 0.65, ""min_samples_leaf"": 3, ""min_samples_split"": 4}",stage2_cv,1,448,0.7236595425571803,366.585
stage1_070,stage2_shortlist_from_stage1,"{""criterion"": ""entropy"", ""max_depth"": 32, ""max_features"": 0.5, ""max_samples"": 0.65, ""min_samples_leaf"": 3, ""min_samples_split"": 4}",entropy,32.0,3,4,0.5,0.65,"{""criterion"": ""entropy"", ""max_depth"": 32, ""max_features"": 0.5, ""max_samples"": 0.65, ""min_samples_leaf"": 3, ""min_samples_split"": 4}",stage2_cv,2,448,0.7179294823705926,362.019
stage1_083,stage2_shortlist_from_stage1,"{""criterion"": ""gini"", ""max_depth"": 24, ""max_features"": 0.7, ""max_samples"": 0.65, ""min_samples_leaf"": 1, ""min_samples_split"": 14}",gini,24.0,1,14,0.7,0.65,"{""criterion"": ""gini"", ""max_depth"": 24, ""max_features"": 0.7, ""max_samples"": 0.65, ""min_samples_leaf"": 1, ""min_samples_split"": 14}",stage2_cv,0,448,0.7112860892388452,419.481
stage1_083,stage2_shortlist_from_stage1,"{""criterion"": ""gini"", ""max_depth"": 24, ""max_features"": 0.7, ""max_samples"": 0.65, ""min_samples_leaf"": 1, ""min_samples_split"": 14}",gini,24.0,1,14,0.7,0.65,"{""criterion"": ""gini"", ""max_depth"": 24, ""max_features"": 0.7, ""max_samples"": 0.65, ""min_samples_leaf"": 1, ""min_samples_split"": 14}",stage2_cv,1,448,0.7184101987251593,422.51
stage1_088,stage2_shortlist_from_stage1,"{""criterion"": ""log_loss"", ""max_depth"": 40, ""max_features"": 0.35, ""max_samples"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",log_loss,40.0,1,2,0.35,,"{""criterion"": ""log_loss"", ""max_depth"": 40, ""max_features"": 0.35, ""max_samples"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",stage2_cv,0,448,0.7247844019497562,367.769
stage1_088,stage2_shortlist_from_stage1,"{""criterion"": ""log_loss"", ""max_depth"": 40, ""max_features"": 0.35, ""max_samples"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",log_loss,40.0,1,2,0.35,,"{""criterion"": ""log_loss"", ""max_depth"": 40, ""max_features"": 0.35, ""max_samples"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",stage2_cv,1,448,0.7337832770903637,381.187
stage1_088,stage2_shortlist_from_stage1,"{""criterion"": ""log_loss"", ""max_depth"": 40, ""max_features"": 0.35, ""max_samples"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",log_loss,40.0,1,2,0.35,,"{""criterion"": ""log_loss"", ""max_depth"": 40, ""max_features"": 0.35, ""max_samples"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",stage2_cv,2,448,0.731807951987997,371.869
stage1_094,stage2_shortlist_from_stage1,"{""criterion"": ""log_loss"", ""max_depth"": 56, ""max_features"": ""sqrt"", ""max_samples"": 0.8, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",log_loss,56.0,2,2,sqrt,0.8,"{""criterion"": ""log_loss"", ""max_depth"": 56, ""max_features"": ""sqrt"", ""max_samples"": 0.8, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",stage2_cv,0,448,0.7217847769028871,65.918
stage1_094,stage2_shortlist_from_stage1,"{""criterion"": ""log_loss"", ""max_depth"": 56, ""max_features"": ""sqrt"", ""max_samples"": 0.8, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",log_loss,56.0,2,2,sqrt,0.8,"{""criterion"": ""log_loss"", ""max_depth"": 56, ""max_features"": ""sqrt"", ""max_samples"": 0.8, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",stage2_cv,1,448,0.7277840269966255,66.929
stage1_094,stage2_shortlist_from_stage1,"{""criterion"": ""log_loss"", ""max_depth"": 56, ""max_features"": ""sqrt"", ""max_samples"": 0.8, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",log_loss,56.0,2,2,sqrt,0.8,"{""criterion"": ""log_loss"", ""max_depth"": 56, ""max_features"": ""sqrt"", ""max_samples"": 0.8, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",stage2_cv,2,448,0.7190547636909227,65.889
