candidate_id,source,signature,pca__n_components,model__C,model__gamma,params_json,stage,mean_accuracy,std_accuracy,total_fit_seconds,completed_splits
stage3_877,stage4_top_from_stage3,"{""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 128}",128,3.0,0.01,"{""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 128}",stage4_stability,0.8028333333333334,0.005022173057773114,30.012999999999998,6
stage3_566,stage4_top_from_stage3,"{""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 112}",112,6.0,0.01,"{""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 112}",stage4_stability,0.8027500000000001,0.0066128032381635666,29.838,6
stage3_835,stage4_top_from_stage3,"{""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 124}",124,3.0,0.01,"{""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 124}",stage4_stability,0.8026666666666668,0.004660710484703205,40.370000000000005,6
stage3_751,stage4_top_from_stage3,"{""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 116}",116,3.0,0.01,"{""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 116}",stage4_stability,0.8017500000000001,0.005843443619419405,37.299,6
stage3_114,stage4_top_from_stage3,"{""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 68}",68,8.0,0.01,"{""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 68}",stage4_stability,0.7985833333333333,0.0037015387190854673,27.409,6
