candidate_id,source,signature,pca__n_components,model__C,model__gamma,params_json,stage,cv_mean_accuracy,cv_std_accuracy,total_fit_seconds,completed_folds
stage3_367,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.005, ""pca__n_components"": 88}",88,16.0,0.005,"{""model__C"": 16.0, ""model__gamma"": 0.005, ""pca__n_components"": 88}",stage3_local_cv,0.8001250000000001,0.0075456941363933015,29.162,5
stage3_738,stage3_seed_2,"{""model__C"": 1.5, ""model__gamma"": 0.02, ""pca__n_components"": 116}",116,1.5,0.02,"{""model__C"": 1.5, ""model__gamma"": 0.02, ""pca__n_components"": 116}",stage3_local_cv,0.8,0.004743416490252576,27.68,5
stage3_871,stage3_seed_2,"{""model__C"": 2.0, ""model__gamma"": 0.02, ""pca__n_components"": 128}",128,2.0,0.02,"{""model__C"": 2.0, ""model__gamma"": 0.02, ""pca__n_components"": 128}",stage3_local_cv,0.8,0.0031622776601683603,29.785,5
stage3_531,stage3_seed_1,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 108}",108,6.0,0.02,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 108}",stage3_local_cv,0.8,0.004889401803901993,30.716,5
stage3_439,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.005, ""pca__n_components"": 96}",96,16.0,0.005,"{""model__C"": 16.0, ""model__gamma"": 0.005, ""pca__n_components"": 96}",stage3_local_cv,0.8,0.005491470659122187,33.049,5
stage3_122,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 68}",68,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 68}",stage3_local_cv,0.799875,0.004990616194419261,23.407000000000004,5
stage3_878,stage3_seed_2,"{""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 128}",128,3.0,0.02,"{""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 128}",stage3_local_cv,0.799875,0.004246321937865748,28.983,5
stage3_493,stage3_seed_1,"{""model__C"": 6.0, ""model__gamma"": 0.005, ""pca__n_components"": 104}",104,6.0,0.005,"{""model__C"": 6.0, ""model__gamma"": 0.005, ""pca__n_components"": 104}",stage3_local_cv,0.799875,0.004373213921133968,33.442,5
stage3_393,stage3_seed_1,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 92}",92,8.0,0.02,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 92}",stage3_local_cv,0.7998749999999999,0.004,27.295,5
stage3_388,stage3_seed_1,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 92}",92,8.0,scale,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 92}",stage3_local_cv,0.7998749999999999,0.005525509026325077,30.474,5
stage3_400,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": ""scale"", ""pca__n_components"": 92}",92,16.0,scale,"{""model__C"": 16.0, ""model__gamma"": ""scale"", ""pca__n_components"": 92}",stage3_local_cv,0.79975,0.006726812023536843,34.988,5
stage3_573,stage3_seed_1,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 112}",112,8.0,0.02,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 112}",stage3_local_cv,0.7997499999999998,0.002698379143115356,28.794000000000004,5
stage3_387,stage3_seed_1,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 92}",92,6.0,0.02,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 92}",stage3_local_cv,0.7997499999999998,0.0030771334062728063,30.274,5
stage3_016,stage3_seed_0,"{""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 60}",60,4.0,0.01,"{""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 60}",stage3_local_cv,0.799625,0.006105837370909905,25.451999999999998,5
stage3_246,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.005, ""pca__n_components"": 80}",80,12.0,0.005,"{""model__C"": 12.0, ""model__gamma"": 0.005, ""pca__n_components"": 80}",stage3_local_cv,0.799625,0.007454025757937821,26.877,5
stage3_325,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 88}",88,8.0,0.02,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 88}",stage3_local_cv,0.799625,0.0033213325638966175,28.552,5
stage3_759,stage3_seed_2,"{""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 116}",116,4.0,0.02,"{""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 116}",stage3_local_cv,0.799625,0.004568916720624253,29.012999999999998,5
stage3_808,stage3_seed_2,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 120}",120,6.0,0.02,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 120}",stage3_local_cv,0.799625,0.0047203018971248125,30.155,5
stage3_035,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": ""scale"", ""pca__n_components"": 60}",60,12.0,scale,"{""model__C"": 12.0, ""model__gamma"": ""scale"", ""pca__n_components"": 60}",stage3_local_cv,0.7995,0.007556040629853707,29.169,5
stage3_322,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 88}",88,8.0,scale,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 88}",stage3_local_cv,0.7995,0.004974937185533107,29.451999999999998,5
stage3_822,stage3_seed_2,"{""model__C"": 1.5, ""model__gamma"": 0.02, ""pca__n_components"": 124}",124,1.5,0.02,"{""model__C"": 1.5, ""model__gamma"": 0.02, ""pca__n_components"": 124}",stage3_local_cv,0.7995,0.004264680527307991,30.636000000000003,5
stage3_537,stage3_seed_1,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 108}",108,8.0,0.02,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 108}",stage3_local_cv,0.7995,0.004209364560120681,30.836999999999996,5
stage3_501,stage3_seed_1,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 104}",104,8.0,0.02,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 104}",stage3_local_cv,0.7993750000000001,0.004031128874149275,27.383000000000003,5
stage3_348,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.01, ""pca__n_components"": 84}",84,16.0,0.01,"{""model__C"": 16.0, ""model__gamma"": 0.01, ""pca__n_components"": 84}",stage3_local_cv,0.7993750000000001,0.0044546324203013545,28.406999999999996,5
stage3_454,stage3_seed_1,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 100}",100,6.0,scale,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 100}",stage3_local_cv,0.7993750000000001,0.004107919181288746,32.29,5
stage3_234,stage3_seed_0,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 80}",80,6.0,0.02,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 80}",stage3_local_cv,0.799375,0.0047762432936357055,25.038,5
stage3_036,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.005, ""pca__n_components"": 60}",60,12.0,0.005,"{""model__C"": 12.0, ""model__gamma"": 0.005, ""pca__n_components"": 60}",stage3_local_cv,0.799375,0.0082915619758885,29.717999999999996,5
stage3_780,stage3_seed_2,"{""model__C"": 1.5, ""model__gamma"": 0.02, ""pca__n_components"": 120}",120,1.5,0.02,"{""model__C"": 1.5, ""model__gamma"": 0.02, ""pca__n_components"": 120}",stage3_local_cv,0.799375,0.00366571957465377,31.301,5
stage3_588,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.0025, ""pca__n_components"": 112}",112,24.0,0.0025,"{""model__C"": 24.0, ""model__gamma"": 0.0025, ""pca__n_components"": 112}",stage3_local_cv,0.799375,0.009478594305064416,37.409000000000006,5
stage3_154,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 72}",72,8.0,scale,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 72}",stage3_local_cv,0.79925,0.0073143694191639035,28.583000000000002,5
stage3_766,stage3_seed_2,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 116}",116,6.0,0.02,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 116}",stage3_local_cv,0.79925,0.0042463219378657754,29.249,5
stage3_864,stage3_seed_2,"{""model__C"": 1.5, ""model__gamma"": 0.02, ""pca__n_components"": 128}",128,1.5,0.02,"{""model__C"": 1.5, ""model__gamma"": 0.02, ""pca__n_components"": 128}",stage3_local_cv,0.79925,0.004633438248212674,29.593999999999994,5
stage3_843,stage3_seed_2,"{""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 124}",124,4.0,0.02,"{""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 124}",stage3_local_cv,0.79925,0.00424632193786575,32.059,5
stage3_403,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.005, ""pca__n_components"": 92}",92,16.0,0.005,"{""model__C"": 16.0, ""model__gamma"": 0.005, ""pca__n_components"": 92}",stage3_local_cv,0.79925,0.006930458137814539,34.589999999999996,5
stage3_296,stage3_seed_0,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 88}",88,2.0,0.01,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 88}",stage3_local_cv,0.7991249999999999,0.004517327749898148,24.933,5
stage3_885,stage3_seed_2,"{""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 128}",128,4.0,0.02,"{""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 128}",stage3_local_cv,0.7991249999999999,0.0035487673916446074,28.087,5
stage3_391,stage3_seed_1,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 92}",92,8.0,0.005,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 92}",stage3_local_cv,0.7991249999999999,0.005208166663999911,31.0,5
stage3_254,stage3_seed_0,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 84}",84,2.0,0.01,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 84}",stage3_local_cv,0.799,0.004883006246156132,23.674,5
stage3_196,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 76}",76,8.0,scale,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 76}",stage3_local_cv,0.799,0.006921434099953566,29.664,5
stage3_850,stage3_seed_2,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 124}",124,6.0,0.02,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 124}",stage3_local_cv,0.799,0.005009366227378475,31.63,5
stage3_009,stage3_seed_0,"{""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 60}",60,3.0,0.01,"{""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 60}",stage3_local_cv,0.798875,0.004077376607574989,25.36,5
stage3_436,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": ""scale"", ""pca__n_components"": 96}",96,16.0,scale,"{""model__C"": 16.0, ""model__gamma"": ""scale"", ""pca__n_components"": 96}",stage3_local_cv,0.798875,0.005099019513592809,28.764000000000003,5
stage3_280,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 84}",84,8.0,scale,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 84}",stage3_local_cv,0.798875,0.00863676733506237,29.465999999999998,5
stage3_364,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": ""scale"", ""pca__n_components"": 88}",88,16.0,scale,"{""model__C"": 16.0, ""model__gamma"": ""scale"", ""pca__n_components"": 88}",stage3_local_cv,0.798875,0.006154266812545587,31.17,5
stage3_323,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 88}",88,8.0,0.005,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 88}",stage3_local_cv,0.798875,0.005855019214315172,31.403000000000002,5
stage3_552,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.0025, ""pca__n_components"": 108}",108,24.0,0.0025,"{""model__C"": 24.0, ""model__gamma"": 0.0025, ""pca__n_components"": 108}",stage3_local_cv,0.798875,0.008636767335062356,41.585,5
stage3_080,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 64}",64,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 64}",stage3_local_cv,0.7987500000000001,0.006578848683470393,22.203,5
stage3_155,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 72}",72,8.0,0.005,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 72}",stage3_local_cv,0.79875,0.007786205751198702,28.612000000000002,5
stage3_457,stage3_seed_1,"{""model__C"": 6.0, ""model__gamma"": 0.005, ""pca__n_components"": 100}",100,6.0,0.005,"{""model__C"": 6.0, ""model__gamma"": 0.005, ""pca__n_components"": 100}",stage3_local_cv,0.798625,0.005129571132170776,27.591,5
stage3_283,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 84}",84,8.0,0.02,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 84}",stage3_local_cv,0.7986249999999999,0.00546866071355685,23.310000000000002,5
stage3_071,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 64}",64,8.0,0.005,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 64}",stage3_local_cv,0.798375,0.007872023246916882,25.084,5
stage3_197,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 76}",76,8.0,0.005,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 76}",stage3_local_cv,0.79825,0.005468660713556849,32.524,5
stage3_241,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 80}",80,8.0,0.02,"{""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 80}",stage3_local_cv,0.798125,0.0049212549212573845,21.483,5
stage3_892,stage3_seed_2,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 128}",128,6.0,0.02,"{""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 128}",stage3_local_cv,0.798125,0.0046770717334674045,29.464999999999996,5
stage3_543,stage3_seed_1,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 108}",108,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 108}",stage3_local_cv,0.798125,0.004183300132670375,30.165,5
stage3_579,stage3_seed_1,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 112}",112,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 112}",stage3_local_cv,0.798,0.0032451887464367626,25.582,5
stage3_399,stage3_seed_1,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 92}",92,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 92}",stage3_local_cv,0.798,0.004565495591937407,26.839999999999996,5
stage3_038,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 60}",60,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 60}",stage3_local_cv,0.797875,0.007208935427648116,24.466,5
stage3_332,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 88}",88,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 88}",stage3_local_cv,0.79775,0.0040812069293286474,27.316,5
stage3_344,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": ""scale"", ""pca__n_components"": 84}",84,16.0,scale,"{""model__C"": 16.0, ""model__gamma"": ""scale"", ""pca__n_components"": 84}",stage3_local_cv,0.79775,0.0075374067158406515,29.386,5
stage3_281,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 84}",84,8.0,0.005,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 84}",stage3_local_cv,0.7975,0.00756224173112708,26.713,5
stage3_418,stage3_seed_1,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 96}",96,6.0,scale,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 96}",stage3_local_cv,0.7975,0.0059817430570027,26.996,5
stage3_164,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 72}",72,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 72}",stage3_local_cv,0.7973750000000001,0.007441438033068609,25.267,5
stage3_471,stage3_seed_1,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 100}",100,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 100}",stage3_local_cv,0.797375,0.003960744879438716,25.514000000000003,5
stage3_113,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 68}",68,8.0,0.005,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 68}",stage3_local_cv,0.7972500000000001,0.00568165908868176,27.084000000000003,5
stage3_513,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 104}",104,16.0,0.02,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 104}",stage3_local_cv,0.7972499999999999,0.004003904344511722,28.813,5
stage3_290,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 84}",84,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 84}",stage3_local_cv,0.797125,0.004818583816849098,26.895,5
stage3_435,stage3_seed_1,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 96}",96,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 96}",stage3_local_cv,0.796875,0.005031152949374536,24.416999999999998,5
stage3_206,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 76}",76,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 76}",stage3_local_cv,0.7967500000000001,0.006090463857539914,29.298000000000002,5
stage3_507,stage3_seed_1,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 104}",104,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 104}",stage3_local_cv,0.79675,0.004153311931459029,30.118000000000002,5
stage3_821,stage3_seed_2,"{""model__C"": 1.5, ""model__gamma"": 0.01, ""pca__n_components"": 124}",124,1.5,0.01,"{""model__C"": 1.5, ""model__gamma"": 0.01, ""pca__n_components"": 124}",stage3_local_cv,0.7965000000000001,0.004883006246156126,31.259,5
stage3_170,stage3_seed_0,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 76}",76,2.0,0.01,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 76}",stage3_local_cv,0.7965,0.0035487673916446013,25.19,5
stage3_212,stage3_seed_0,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 80}",80,2.0,0.01,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 80}",stage3_local_cv,0.7965,0.0034595881257745062,25.253,5
stage3_238,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 80}",80,8.0,scale,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 80}",stage3_local_cv,0.7965,0.006466258578188764,27.118,5
stage3_863,stage3_seed_2,"{""model__C"": 1.5, ""model__gamma"": 0.01, ""pca__n_components"": 128}",128,1.5,0.01,"{""model__C"": 1.5, ""model__gamma"": 0.01, ""pca__n_components"": 128}",stage3_local_cv,0.7965,0.0039843443626273,27.716,5
stage3_446,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 96}",96,24.0,0.01,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 96}",stage3_local_cv,0.7965,0.004551785364008303,28.466,5
stage3_478,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": ""scale"", ""pca__n_components"": 100}",100,24.0,scale,"{""model__C"": 24.0, ""model__gamma"": ""scale"", ""pca__n_components"": 100}",stage3_local_cv,0.7965,0.0047696960070847325,30.094000000000005,5
stage3_406,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": ""scale"", ""pca__n_components"": 92}",92,24.0,scale,"{""model__C"": 24.0, ""model__gamma"": ""scale"", ""pca__n_components"": 92}",stage3_local_cv,0.796375,0.0045654955919374254,31.346000000000004,5
stage3_382,stage3_seed_1,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 92}",92,6.0,scale,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 92}",stage3_local_cv,0.7963749999999999,0.005006246098625207,32.888999999999996,5
stage3_549,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 108}",108,16.0,0.02,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 108}",stage3_local_cv,0.79625,0.004201934078492899,29.774,5
stage3_779,stage3_seed_2,"{""model__C"": 1.5, ""model__gamma"": 0.01, ""pca__n_components"": 120}",120,1.5,0.01,"{""model__C"": 1.5, ""model__gamma"": 0.01, ""pca__n_components"": 120}",stage3_local_cv,0.7962499999999999,0.004626688880830407,27.011,5
stage3_514,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": ""scale"", ""pca__n_components"": 104}",104,24.0,scale,"{""model__C"": 24.0, ""model__gamma"": ""scale"", ""pca__n_components"": 104}",stage3_local_cv,0.7961250000000001,0.006701212576840107,32.194,5
stage3_410,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 92}",92,24.0,0.01,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 92}",stage3_local_cv,0.796125,0.004990616194419296,27.395999999999997,5
stage3_349,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 84}",84,16.0,0.02,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 84}",stage3_local_cv,0.7961249999999999,0.004879805323985807,23.705000000000002,5
stage3_518,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 104}",104,24.0,0.01,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 104}",stage3_local_cv,0.796,0.003720719016534305,29.446,5
stage3_369,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 88}",88,16.0,0.02,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 88}",stage3_local_cv,0.7959999999999999,0.004736823830374092,24.828,5
stage3_482,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 100}",100,24.0,0.01,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 100}",stage3_local_cv,0.795875,0.005086747487343972,27.598999999999997,5
stage3_239,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 80}",80,8.0,0.005,"{""model__C"": 8.0, ""model__gamma"": 0.005, ""pca__n_components"": 80}",stage3_local_cv,0.795875,0.0054715171570597874,27.668,5
stage3_442,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": ""scale"", ""pca__n_components"": 96}",96,24.0,scale,"{""model__C"": 24.0, ""model__gamma"": ""scale"", ""pca__n_components"": 96}",stage3_local_cv,0.795875,0.005976516543940961,28.742000000000004,5
stage3_028,stage3_seed_0,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 60}",60,8.0,scale,"{""model__C"": 8.0, ""model__gamma"": ""scale"", ""pca__n_components"": 60}",stage3_local_cv,0.7958749999999999,0.007401435671543752,29.166000000000004,5
stage3_516,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.0025, ""pca__n_components"": 104}",104,24.0,0.0025,"{""model__C"": 24.0, ""model__gamma"": 0.0025, ""pca__n_components"": 104}",stage3_local_cv,0.7958749999999999,0.005817538139110047,40.525000000000006,5
stage3_374,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 88}",88,24.0,0.01,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 88}",stage3_local_cv,0.7957500000000002,0.0035222507009013346,25.008000000000003,5
stage3_248,stage3_seed_0,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 80}",80,12.0,0.02,"{""model__C"": 12.0, ""model__gamma"": 0.02, ""pca__n_components"": 80}",stage3_local_cv,0.795625,0.005548085255293036,22.624,5
stage3_086,stage3_seed_0,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 68}",68,2.0,0.01,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 68}",stage3_local_cv,0.795625,0.004558645632202648,23.493999999999996,5
stage3_128,stage3_seed_0,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 72}",72,2.0,0.01,"{""model__C"": 2.0, ""model__gamma"": 0.01, ""pca__n_components"": 72}",stage3_local_cv,0.795625,0.003933033180638066,24.872999999999998,5
stage3_063,stage3_seed_0,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 64}",64,6.0,scale,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 64}",stage3_local_cv,0.795625,0.00574184203892793,25.197999999999997,5
stage3_273,stage3_seed_0,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 84}",84,6.0,scale,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 84}",stage3_local_cv,0.795625,0.006519202405202657,26.185000000000002,5
stage3_554,stage3_seed_1,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 108}",108,24.0,0.01,"{""model__C"": 24.0, ""model__gamma"": 0.01, ""pca__n_components"": 108}",stage3_local_cv,0.795625,0.0032355447763861658,28.578,5
stage3_477,stage3_seed_1,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 100}",100,16.0,0.02,"{""model__C"": 16.0, ""model__gamma"": 0.02, ""pca__n_components"": 100}",stage3_local_cv,0.795625,0.00431204707766507,28.65,5
stage3_189,stage3_seed_0,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 76}",76,6.0,scale,"{""model__C"": 6.0, ""model__gamma"": ""scale"", ""pca__n_components"": 76}",stage3_local_cv,0.7955,0.005396758286230737,29.029,5
