mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.01925959587097168,0.0017827886546137811,0.10852599143981934,0.03047956041992273,manhattan,1,distance,44,"{'model__metric': 'manhattan', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 44}",0.789375,0.784375,0.79625,0.78125,0.786875,0.787625,0.0050836748519156915,19
0.02241339683532715,0.0036807854146311174,0.10453300476074219,0.032097561824932785,manhattan,1,uniform,44,"{'model__metric': 'manhattan', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 44}",0.789375,0.784375,0.79625,0.78125,0.786875,0.787625,0.0050836748519156915,19
0.01956782341003418,0.0010072543795342508,0.10141463279724121,0.02116898182750331,manhattan,2,distance,44,"{'model__metric': 'manhattan', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 44}",0.789375,0.784375,0.79625,0.78125,0.786875,0.787625,0.0050836748519156915,19
0.017889070510864257,0.0021578078969104715,0.1446915626525879,0.021634048872473523,manhattan,6,distance,52,"{'model__metric': 'manhattan', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 52}",0.7875,0.779375,0.788125,0.7925,0.785,0.7865,0.004304793839430617,22
0.01882624626159668,0.002467823228498099,0.10940890312194824,0.01961567977364085,manhattan,6,distance,48,"{'model__metric': 'manhattan', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 48}",0.791875,0.780625,0.788125,0.79,0.78125,0.7863749999999999,0.004599592373243523,23
0.031052112579345703,0.019760704872781983,0.09555234909057617,0.026964119524447126,manhattan,4,distance,36,"{'model__metric': 'manhattan', 'model__n_neighbors': 4, 'model__weights': 'distance', 'pca__n_components': 36}",0.795,0.77875,0.790625,0.78125,0.785,0.786125,0.0059739015726742615,24
0.020493602752685545,0.003168100188965808,0.1442246913909912,0.03299649057682614,manhattan,6,distance,56,"{'model__metric': 'manhattan', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 56}",0.78125,0.784375,0.785625,0.786875,0.7875,0.7851250000000001,0.0022150056433336606,25
0.03232355117797851,0.02278167390485678,0.10698046684265136,0.028022166950616982,manhattan,6,distance,44,"{'model__metric': 'manhattan', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 44}",0.791875,0.773125,0.794375,0.77625,0.789375,0.785,0.0086240941553302,26
0.026380252838134766,0.00759829828339522,0.024838924407958984,0.003352439049813945,euclidean,4,distance,52,"{'model__metric': 'euclidean', 'model__n_neighbors': 4, 'model__weights': 'distance', 'pca__n_components': 52}",0.78125,0.774375,0.786875,0.79,0.790625,0.784625,0.006105837370909905,27
0.01958475112915039,0.0014437753683581786,0.021151208877563478,0.0022000930841032883,euclidean,4,distance,44,"{'model__metric': 'euclidean', 'model__n_neighbors': 4, 'model__weights': 'distance', 'pca__n_components': 44}",0.7825,0.781875,0.79,0.78375,0.78125,0.783875,0.003172144385112398,28
0.019649410247802736,0.0018940770093036432,0.03429117202758789,0.026568239090218,euclidean,4,distance,48,"{'model__metric': 'euclidean', 'model__n_neighbors': 4, 'model__weights': 'distance', 'pca__n_components': 48}",0.78125,0.776875,0.785,0.79375,0.780625,0.7835,0.005736396952791872,29
0.03622956275939941,0.02643677018478568,0.09894075393676757,0.039890084068687465,manhattan,6,distance,40,"{'model__metric': 'manhattan', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 40}",0.783125,0.778125,0.796875,0.778125,0.78125,0.7834999999999999,0.006955213871621792,30
0.020055007934570313,0.002746137487013303,0.020411205291748048,0.002011113349280031,euclidean,4,distance,56,"{'model__metric': 'euclidean', 'model__n_neighbors': 4, 'model__weights': 'distance', 'pca__n_components': 56}",0.783125,0.774375,0.788125,0.780625,0.789375,0.7831250000000001,0.005419870847169691,31
0.0198000431060791,0.0022370291837634044,0.0330357551574707,0.02383326797858083,euclidean,1,distance,52,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 52}",0.775625,0.773125,0.793125,0.785625,0.780625,0.781625,0.0071763500472036635,32
0.026447439193725587,0.005165684437960237,0.05526499748229981,0.020193056619817774,euclidean,1,uniform,52,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 52}",0.775625,0.773125,0.793125,0.785625,0.780625,0.781625,0.0071763500472036635,32
0.025510454177856447,0.00668467037597374,0.03403291702270508,0.017608240396227375,euclidean,2,distance,52,"{'model__metric': 'euclidean', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 52}",0.775625,0.773125,0.793125,0.785625,0.780625,0.781625,0.0071763500472036635,32
0.03254866600036621,0.031298129989385,0.08162755966186523,0.022065389694312574,manhattan,1,uniform,40,"{'model__metric': 'manhattan', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 40}",0.77625,0.7775,0.79125,0.77375,0.78375,0.7805,0.006304760106459236,35
0.016187191009521484,0.001747223582758682,0.0973541259765625,0.03164915560523645,manhattan,2,distance,40,"{'model__metric': 'manhattan', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 40}",0.77625,0.7775,0.79125,0.77375,0.78375,0.7805,0.006304760106459236,35
0.01986556053161621,0.004751256519331769,0.09099607467651367,0.025727444131347494,manhattan,1,distance,40,"{'model__metric': 'manhattan', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 40}",0.77625,0.7775,0.79125,0.77375,0.78375,0.7805,0.006304760106459236,35
0.031944561004638675,0.018751109068581823,0.023092174530029298,0.004400390747694823,euclidean,4,distance,60,"{'model__metric': 'euclidean', 'model__n_neighbors': 4, 'model__weights': 'distance', 'pca__n_components': 60}",0.778125,0.779375,0.78,0.7825,0.781875,0.780375,0.0016105123408406375,38
0.018100404739379884,0.0021091421251126386,0.045799779891967776,0.00439611627799788,euclidean,1,uniform,48,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 48}",0.781875,0.769375,0.78625,0.788125,0.775,0.780125,0.0070200605410494655,39
0.018437957763671874,0.0025435968183971968,0.08478031158447266,0.024463082800148875,manhattan,6,distance,36,"{'model__metric': 'manhattan', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 36}",0.78,0.77625,0.790625,0.77625,0.7775,0.780125,0.005425633603552689,39
0.01957669258117676,0.004610801005881123,0.03509650230407715,0.023094331752256635,euclidean,2,distance,48,"{'model__metric': 'euclidean', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 48}",0.781875,0.769375,0.78625,0.788125,0.775,0.780125,0.0070200605410494655,39
0.023629188537597656,0.00689204638127259,0.02069859504699707,0.0012966724771452855,euclidean,1,distance,48,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 48}",0.781875,0.769375,0.78625,0.788125,0.775,0.780125,0.0070200605410494655,39
0.023955345153808594,0.00974024053110302,0.04914565086364746,0.0034138041901742395,euclidean,1,uniform,60,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 60}",0.7775,0.768125,0.79,0.785,0.776875,0.7795,0.007493747393660965,43
0.01916928291320801,0.0007963611596827116,0.0361729621887207,0.030445323095417896,euclidean,1,distance,60,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 60}",0.7775,0.768125,0.79,0.785,0.776875,0.7795,0.007493747393660965,43
0.02915778160095215,0.015968635460647047,0.023946380615234374,0.007522228881693479,euclidean,2,distance,60,"{'model__metric': 'euclidean', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 60}",0.7775,0.768125,0.79,0.785,0.776875,0.7795,0.007493747393660965,43
0.029307222366333006,0.02333068154523128,0.02276477813720703,0.0049134322763522385,euclidean,4,distance,40,"{'model__metric': 'euclidean', 'model__n_neighbors': 4, 'model__weights': 'distance', 'pca__n_components': 40}",0.78,0.77375,0.7825,0.784375,0.77625,0.7793749999999999,0.003913118960624627,46
0.023101997375488282,0.0065710930312590544,0.12670583724975587,0.018817601852675156,manhattan,6,distance,60,"{'model__metric': 'manhattan', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 60}",0.774375,0.781875,0.77875,0.779375,0.780625,0.779,0.0025495097567963783,47
0.02132878303527832,0.005737640335452803,0.020472097396850585,0.0017648962486900642,euclidean,1,distance,56,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 56}",0.774375,0.77125,0.79,0.78125,0.77625,0.7786250000000001,0.0065479004268544075,48
0.01932525634765625,0.0019636346854051503,0.02080960273742676,0.001847609345237314,euclidean,2,distance,56,"{'model__metric': 'euclidean', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 56}",0.774375,0.77125,0.79,0.78125,0.77625,0.7786250000000001,0.0065479004268544075,48
0.02239084243774414,0.0016345362390175597,0.060416793823242186,0.018671478639630174,euclidean,1,uniform,56,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 56}",0.774375,0.77125,0.79,0.78125,0.77625,0.7786250000000001,0.0065479004268544075,48
0.019895648956298827,0.003001009542062857,0.03591799736022949,0.0182488909838776,euclidean,6,distance,56,"{'model__metric': 'euclidean', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 56}",0.78125,0.778125,0.770625,0.78,0.779375,0.7778750000000001,0.003762479235823107,51
0.021346569061279297,0.002146451517767745,0.06041393280029297,0.028830019407503307,euclidean,1,uniform,44,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 44}",0.770625,0.776875,0.7875,0.783125,0.77,0.777625,0.006862488615655385,52
0.022507476806640624,0.004682679663250905,0.028661680221557618,0.01354083518110152,euclidean,1,distance,44,"{'model__metric': 'euclidean', 'model__n_neighbors': 1, 'model__weights': 'distance', 'pca__n_components': 44}",0.770625,0.776875,0.7875,0.783125,0.77,0.777625,0.006862488615655385,52
0.022869253158569337,0.006714315944000924,0.028516530990600586,0.010645399405463128,euclidean,2,distance,44,"{'model__metric': 'euclidean', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 44}",0.770625,0.776875,0.7875,0.783125,0.77,0.777625,0.006862488615655385,52
0.020215225219726563,0.0025246714327853545,0.09046134948730469,0.026719208507774282,manhattan,1,uniform,36,"{'model__metric': 'manhattan', 'model__n_neighbors': 1, 'model__weights': 'uniform', 'pca__n_components': 36}",0.76375,0.780625,0.786875,0.771875,0.7825,0.7771250000000001,0.00827836034489921,55
0.016709566116333008,0.0023006361903676015,0.0766186237335205,0.02332831012581974,manhattan,2,distance,36,"{'model__metric': 'manhattan', 'model__n_neighbors': 2, 'model__weights': 'distance', 'pca__n_components': 36}",0.76375,0.780625,0.786875,0.771875,0.7825,0.7771250000000001,0.00827836034489921,55
0.021021032333374025,0.00392698904687782,0.1019371509552002,0.02519323506099749,manhattan,3,uniform,44,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'uniform', 'pca__n_components': 44}",0.774375,0.770625,0.779375,0.78125,0.78,0.7771250000000001,0.004003904344511744,55
0.02040839195251465,0.0030344044520013522,0.10444259643554688,0.021847571091928624,manhattan,3,uniform,52,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'uniform', 'pca__n_components': 52}",0.780625,0.774375,0.77875,0.778125,0.77375,0.7771250000000001,0.0026398390102428467,55
