mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.028213357925415038,0.0007773314556164295,0.0012270450592041016,3.3595064447297873e-05,1.0,lbfgs,"{'model__C': 1.0, 'model__solver': 'lbfgs'}",0.5475,0.563125,0.555625,0.5725,0.573125,0.5623750000000001,0.009853616087508179,1
0.028229379653930665,0.0007717983132506384,0.0012373924255371094,2.1903389125549034e-05,10.0,lbfgs,"{'model__C': 10.0, 'model__solver': 'lbfgs'}",0.5475,0.5625,0.555625,0.573125,0.573125,0.5623750000000001,0.009979666828106033,1
0.02649822235107422,0.0011169027875804047,0.0012645721435546875,5.16634961908363e-05,0.1,lbfgs,"{'model__C': 0.1, 'model__solver': 'lbfgs'}",0.54625,0.56125,0.5575,0.565625,0.57125,0.560375,0.00841872912024138,3
0.019318389892578124,0.0019792796627288484,0.0012259960174560546,5.8154861197127756e-05,0.01,lbfgs,"{'model__C': 0.01, 'model__solver': 'lbfgs'}",0.535,0.554375,0.546875,0.55375,0.568125,0.5516249999999999,0.010800752288613958,4
